sample_id,time_s,acc_x_mps2,acc_y_mps2,acc_z_mps2,true_voltage_v,accel_induced_voltage_v,measured_voltage_v
255,5.1,1.636214,1.146396,9.302653,2.294918,-0.00126,2.293658
256,5.12,1.52722,1.267276,9.121163,2.29152,-0.006007,2.285514
257,5.14,1.288155,1.438549,8.99723,2.291609,-0.011972,2.279637
258,5.16,1.533725,1.350704,9.14731,2.292515,-0.008498,2.284017
259,5.18,1.584237,1.357535,8.940438,2.289509,-0.006522,2.282987
260,5.2,1.585213,1.130958,8.973296,2.288833,-0.006914,2.281919
261,5.22,1.424084,1.187406,8.793778,2.291161,-0.011536,2.279625
262,5.24,1.6417,1.290876,8.904082,2.291724,-0.008252,2.283472
263,5.26,1.717751,1.370967,8.852944,2.296823,-0.006782,2.290041
264,5.28,1.820681,0.991201,8.825093,2.293149,-0.002637,2.290512
265,5.3,1.659506,1.095234,8.771829,2.294858,-0.012046,2.282812
266,5.32,1.761086,1.050122,8.657481,2.293339,-0.009179,2.28416
267,5.34,1.646543,0.999606,8.762709,2.29195,-0.010126,2.281824
268,5.36,1.590197,1.031982,8.791208,2.288645,-0.007017,2.281628
269,5.38,1.529675,1.301447,8.71404,2.289234,-0.014312,2.274922
270,5.4,1.427953,1.0958,8.975614,2.290247,-0.007563,2.282685
271,5.42,1.351539,1.004335,8.999322,2.293894,-0.009828,2.284066
272,5.44,1.447113,1.119581,8.987263,2.289031,-0.007562,2.281469
273,5.46,0.98657,1.057484,8.995841,2.284096,-0.012643,2.271454
274,5.48,0.901046,1.134562,9.091038,2.291155,-0.012694,2.278461
275,5.5,0.700447,1.080227,9.446386,2.289866,-0.010092,2.279775
276,5.52,0.622652,1.004191,9.19821,2.285857,-0.014976,2.270881
277,5.54,0.240785,1.200233,9.268741,2.292946,-0.021384,2.271562
278,5.56,-0.098272,1.1782,9.528178,2.290801,-0.022859,2.267942
279,5.58,-0.46646,1.212918,9.474091,2.29136,-0.031442,2.259919
280,5.6,-0.588663,1.320978,9.541717,2.291803,-0.03616,2.255643
281,5.62,-0.787426,1.467958,9.697489,2.292579,-0.03689,2.255689
282,5.64,-1.005981,1.479922,9.745211,2.290524,-0.040098,2.250426
283,5.66,-1.067565,1.471757,9.896807,2.2896,-0.038059,2.251541
284,5.68,-1.488223,1.542749,10.101072,2.287958,-0.044159,2.243799
285,5.7,-1.387654,1.443409,9.895908,2.287966,-0.042843,2.245123
286,5.72,-1.543274,1.602292,10.110876,2.28352,-0.043043,2.240477
287,5.74,-1.830044,1.734006,10.192454,2.28218,-0.050109,2.232071
288,5.76,-1.580049,1.95413,10.09102,2.288198,-0.052706,2.235492
289,5.78,-1.849151,2.000595,10.296033,2.284491,-0.050053,2.234438
290,5.8,-1.602178,1.890965,10.445517,2.288442,-0.048814,2.239628
291,5.82,-1.688456,1.819936,10.265184,2.286382,-0.047485,2.238897
292,5.84,-1.746289,2.038613,10.338618,2.284042,-0.046645,2.237397
293,5.86,-1.49105,2.024837,10.210328,2.288103,-0.047899,2.240204
294,5.88,-1.388484,1.861322,10.112741,2.285574,-0.048851,2.236723
295,5.9,-1.512569,1.84356,10.259201,2.280708,-0.045943,2.234765
296,5.92,-1.556609,1.779718,10.389621,2.286992,-0.041364,2.245629
297,5.94,-1.284717,1.609456,10.336305,2.284032,-0.033488,2.250544
298,5.96,-1.360249,1.607124,10.341547,2.284219,-0.029261,2.254958
299,5.98,-1.49196,1.718655,10.327326,2.280409,-0.036134,2.244275
300,6.0,-1.621783,1.274014,10.345107,2.286819,-0.035126,2.251693
301,6.02,-1.58543,1.55107,10.339108,2.281322,-0.036783,2.244538
302,6.04,-1.782139,1.223684,10.20807,2.276362,-0.043396,2.232966
303,6.06,-1.581976,1.049603,10.263267,2.279148,-0.031034,2.248114
304,6.08,-1.837649,1.082846,10.319212,2.278783,-0.03947,2.239314
305,6.1,-1.855533,0.898744,10.415235,2.27247,-0.029892,2.242579
306,6.12,-2.137507,0.990604,10.342934,2.2817,-0.038968,2.242732
307,6.14,-2.304026,0.729349,10.367018,2.285137,-0.037446,2.247691
308,6.16,-2.252859,0.440113,10.440168,2.281819,-0.037933,2.243886
309,6.18,-2.478923,0.480206,10.396475,2.284402,-0.040012,2.24439
310,6.2,-2.455838,0.150513,10.578962,2.281596,-0.026554,2.255042
311,6.22,-2.390706,0.275997,10.599262,2.276168,-0.026223,2.249944
312,6.24,-2.740794,-7.8e-05,10.682499,2.280812,-0.026156,2.254656
313,6.26,-2.585275,-0.223179,10.639673,2.279635,-0.026034,2.253601
314,6.28,-2.38314,-0.167125,10.5807,2.28014,-0.026471,2.25367
315,6.3,-2.283027,-0.193126,10.611456,2.281602,-0.014836,2.266766
316,6.32,-2.628848,-0.196778,10.783521,2.278511,-0.022289,2.256223
317,6.34,-2.199333,-0.412371,10.870465,2.273552,-0.005588,2.267964
318,6.36,-1.916547,-0.506816,10.760596,2.281473,-0.007717,2.273756
319,6.38,-1.936297,-0.463084,10.847674,2.275,-0.005566,2.269434
320,6.4,-1.649159,-0.468365,10.6674,2.272404,-0.008061,2.264344
321,6.42,-1.638468,-0.635365,10.649833,2.276932,-0.001986,2.274946
322,6.44,-1.370662,-0.572796,10.588519,2.271466,-0.002615,2.268851
323,6.46,-0.958108,-0.612329,10.618309,2.273371,0.015179,2.28855
324,6.48,-1.035668,-0.44796,10.528548,2.272503,0.004226,2.276729
325,6.5,-0.58712,-0.565626,10.517793,2.275572,0.016196,2.291768
326,6.52,-0.479414,-0.300711,10.387487,2.268062,0.009593,2.277655
327,6.54,-0.235432,-0.52418,10.389734,2.272156,0.018397,2.290553
328,6.56,-0.077326,-0.349868,10.274971,2.274569,0.011156,2.285724
329,6.58,0.176646,-0.414005,10.281578,2.27416,0.021228,2.295388
330,6.6,0.082604,-0.45189,10.026828,2.268783,0.009658,2.278441
331,6.62,0.244119,-0.41935,9.93159,2.275214,0.011939,2.287153
332,6.64,0.397687,-0.432741,9.796628,2.272198,0.007753,2.279952
333,6.66,0.361408,-0.496308,9.636599,2.265327,0.008532,2.273859
334,6.68,0.147794,-0.368027,9.594442,2.2655,0.001387,2.266887
335,6.7,0.469865,-0.54608,9.498982,2.268994,0.00894,2.277933
336,6.72,0.172991,-0.532091,9.391386,2.278514,0.000821,2.279335
337,6.74,0.316811,-0.479207,9.34594,2.269961,1.7e-05,2.269978
338,6.76,0.55489,-0.700791,9.319621,2.272143,0.00825,2.280392
339,6.78,0.372533,-0.64845,9.284859,2.265017,0.004685,2.269702
340,6.8,0.275747,-0.859225,9.128939,2.271474,0.006001,2.277475
341,6.82,0.735024,-0.875607,9.074139,2.264453,0.013319,2.277772
342,6.84,0.290801,-0.993537,9.066774,2.272144,0.00026,2.272404
343,6.86,0.682799,-0.927771,9.07892,2.26782,0.005349,2.273169
344,6.88,0.638512,-1.181835,8.875075,2.267196,0.008358,2.275555
345,6.9,0.567627,-1.405193,9.018819,2.263886,0.011718,2.275604
346,6.92,0.79954,-1.469133,9.107716,2.263568,0.019242,2.28281
347,6.94,1.050113,-1.426032,9.081217,2.267096,0.023091,2.290186
348,6.96,1.363444,-1.447715,8.991722,2.266791,0.031265,2.298056
349,6.98,1.330583,-1.671803,9.09826,2.264859,0.032997,2.297857
350,7.0,1.563718,-1.627375,9.078468,2.26263,0.037395,2.300026
351,7.02,2.075677,-1.892121,9.23028,2.263211,0.047142,2.310353
352,7.04,1.918359,-2.034278,9.147361,2.260803,0.048502,2.309305
353,7.06,2.366511,-1.933881,9.417855,2.260823,0.063017,2.32384
354,7.08,2.425879,-1.876032,9.19032,2.263586,0.06037,2.323956
355,7.1,2.430155,-2.072026,9.272146,2.25924,0.05873,2.31797
356,7.12,2.850157,-2.111934,9.377256,2.258511,0.070832,2.329343
357,7.14,2.809012,-2.120118,9.168486,2.257365,0.066812,2.324177
358,7.16,2.683675,-2.087168,9.056664,2.257336,0.060502,2.317839
359,7.18,2.718252,-2.17776,9.158499,2.258705,0.068802,2.327507
