sequence_id,time_step,time_s,pressure_true_pa,measured_voltage_v,clean_voltage_v,vibration_accel_mps2,vibration_freq_hz,f0_hz,q_factor,resonance_gain,resonance_bandwidth_weight,x_pressure_um,x_vibration_um,x_vibration_to_x_pressure_ratio,x_total_dyn_um,pm,pr,drive_energy_proxy,d_xpressure_dt
0,38,0.152,78414.81755,10.09072636,10.12675368,14.05610468,80.10692447,278.76236851,24.86458797,1.08992613,0.0,9.14300402,0.0,0.0,9.0878682,0.00098715,-0.01997394,74.25840886,1.27131264
0,39,0.156,78463.637452,10.09895122,10.1322014,14.10293179,80.10692447,278.76236851,24.85334226,1.08992605,0.0,9.14811986,0.0,0.0,9.09636056,0.00100522,-0.0199514,74.30498678,1.27895959
0,40,0.16,78512.750842,10.11311863,10.13768156,14.14915379,80.10692447,278.76236851,24.84203926,1.08992597,0.0,9.15326616,0.0,0.0,9.10438494,0.00102328,-0.01992887,74.35184425,1.28657473
0,41,0.164,78562.156525,10.12322032,10.14319401,14.19475864,80.10692447,278.76236851,24.8306794,1.08992589,0.0,9.15844279,0.0,0.0,9.11201125,0.00104134,-0.01990635,74.39898014,1.2941573
0,42,0.168,78611.853276,10.12825361,10.14873862,14.23973442,80.10692447,278.76236851,24.81926314,1.08992581,0.0,9.16364962,0.0,0.0,9.11929957,0.0010594,-0.01988383,74.44639327,1.30170657
0,43,0.172,78661.839845,10.13672096,10.15431524,14.28406938,80.10692447,278.76236851,24.80779095,1.08992573,0.0,9.1688865,0.0,0.0,9.12630159,0.00107746,-0.01986131,74.49408246,1.30922181
0,44,0.176,78712.114952,10.14571204,10.15992372,14.32775191,80.10692447,278.76236851,24.79626327,1.08992565,0.0,9.17415331,0.0,0.0,9.13306172,0.00109552,-0.0198388,74.54204647,1.31670227
0,45,0.18,78762.677288,10.14815361,10.16556391,14.37077057,80.10692447,278.76236851,24.78468059,1.08992557,0.0,9.1794499,0.0,0.0,9.13961816,0.00111357,-0.0198163,74.59028406,1.32414723
0,46,0.184,78813.52552,10.15098763,10.17123566,14.41311407,80.10692447,278.76236851,24.77304337,1.08992549,0.0,9.18477613,0.0,0.0,9.14600372,0.00113163,-0.0197938,74.63879395,1.33155597
0,47,0.188,78864.658284,10.16032926,10.17693881,14.45477129,80.10692447,278.76236851,24.7613521,1.0899254,0.0,9.19013184,0.0,0.0,9.1522466,0.00114968,-0.0197713,74.68757483,1.33892777
0,48,0.192,78916.074189,10.17132712,10.18267321,14.49573126,80.10692447,278.76236851,24.74960726,1.08992532,0.0,9.19551688,0.0,0.0,9.15837103,0.00116773,-0.01974881,74.73662539,1.34626191
0,49,0.196,78967.771818,10.17057645,10.18843867,14.53598319,80.10692447,278.76236851,24.73780936,1.08992524,0.0,9.20093111,0.0,0.0,9.16439781,0.00118577,-0.01972633,74.78594426,1.35355767
0,50,0.2,79019.749725,10.18136227,10.19423505,14.57551647,80.10692447,278.76236851,24.72595887,1.08992515,0.0,9.20637437,0.0,0.0,9.1703448,0.00120382,-0.01970385,74.83553006,1.36081435
0,51,0.204,79072.006439,10.18830704,10.20006217,14.61432064,80.10692447,278.76236851,24.71405632,1.08992507,0.0,9.2118465,0.0,0.0,9.17622736,0.00122186,-0.01968138,74.88538139,1.36803124
0,52,0.208,79124.540461,10.19283169,10.20591985,14.65238544,80.10692447,278.76236851,24.7021022,1.08992499,0.0,9.21734733,0.0,0.0,9.18205862,0.0012399,-0.01965892,74.93549681,1.37520763
0,53,0.212,79177.350263,10.20213801,10.21180793,14.68970078,80.10692447,278.76236851,24.69009703,1.0899249,0.0,9.2228767,0.0,0.0,9.18784989,0.00125794,-0.01963646,74.98587487,1.38234285
0,54,0.216,79230.434295,10.2078659,10.21772622,14.72625674,80.10692447,278.76236851,24.67804133,1.08992481,0.0,9.22843444,0.0,0.0,9.19361084,0.00127598,-0.019614,75.03651409,1.38943618
0,55,0.22,79283.790976,10.21922087,10.22367455,14.7620436,80.10692447,278.76236851,24.66593562,1.08992473,0.0,9.23402039,0.0,0.0,9.19934977,0.00129401,-0.01959155,75.08741295,1.39648694
0,56,0.224,79337.418701,10.22023383,10.22965272,14.79705181,80.10692447,278.76236851,24.65378043,1.08992464,0.0,9.23963437,0.0,0.0,9.20507376,0.00131204,-0.01956911,75.13856992,1.40349445
0,57,0.228,79391.315838,10.22265367,10.23566055,14.83127204,80.10692447,278.76236851,24.6415763,1.08992455,0.0,9.2452762,0.0,0.0,9.21078892,0.00133007,-0.01954668,75.18998344,1.41045803
0,58,0.232,79445.48073,10.22890065,10.24169786,14.86469513,80.10692447,278.76236851,24.62932377,1.08992447,0.0,9.25094571,0.0,0.0,9.21650042,0.0013481,-0.01952425,75.24165193,1.417377
0,59,0.236,79499.911693,10.23419639,10.24776444,14.8973121,80.10692447,278.76236851,24.61702337,1.08992438,0.0,9.25664271,0.0,0.0,9.22221272,0.00136613,-0.01950183,75.29357379,1.42425069
0,60,0.24,79554.607018,10.24565801,10.25386011,14.92911419,80.10692447,278.76236851,24.60467566,1.08992429,0.0,9.26236703,0.0,0.0,9.22792959,0.00138415,-0.01947941,75.34574737,1.43107843
0,61,0.244,79609.564969,10.24721915,10.25998466,14.96009283,80.10692447,278.76236851,24.59228118,1.0899242,0.0,9.26811846,0.0,0.0,9.23365427,0.00140217,-0.019457,75.39817103,1.43785957
0,62,0.248,79664.783787,10.25483865,10.26613789,14.99023966,80.10692447,278.76236851,24.5798405,1.08992411,0.0,9.27389684,0.0,0.0,9.2393895,0.00142019,-0.0194346,75.45084308,1.44459344
0,63,0.252,79720.261685,10.26344092,10.27231961,15.0195465,80.10692447,278.76236851,24.56735418,1.08992402,0.0,9.27970196,0.0,0.0,9.2451376,0.0014382,-0.01941221,75.50376181,1.4512794
0,64,0.256,79775.996854,10.26518211,10.27852959,15.04800541,80.10692447,278.76236851,24.55482278,1.08992393,0.0,9.28553362,0.0,0.0,9.25090057,0.00145622,-0.01938982,75.5569255,1.4579168
0,65,0.26,79831.987457,10.27264869,10.28476764,15.07560861,80.10692447,278.76236851,24.54224687,1.08992384,0.0,9.29139164,0.0,0.0,9.25668005,0.00147423,-0.01936744,75.6103324,1.46450498
0,66,0.264,79888.231635,10.27420215,10.29103353,15.10234858,80.10692447,278.76236851,24.52962704,1.08992375,0.0,9.29727582,0.0,0.0,9.26247746,0.00149223,-0.01934507,75.66398072,1.47104333
0,67,0.268,79944.727502,10.28269534,10.29732706,15.12821798,80.10692447,278.76236851,24.51696384,1.08992366,0.0,9.30318594,0.0,0.0,9.26829396,0.00151024,-0.01932271,75.71786868,1.4775312
0,68,0.272,80001.47315,10.29047779,10.30364801,15.15320968,80.10692447,278.76236851,24.50425787,1.08992357,0.0,9.30912181,0.0,0.0,9.27413055,0.00152824,-0.01930035,75.77199444,1.48396797
0,69,0.276,80058.466645,10.29968885,10.30999616,15.17731679,80.10692447,278.76236851,24.49150972,1.08992347,0.0,9.31508322,0.0,0.0,9.27998803,0.00154624,-0.019278,75.82635616,1.49035301
0,70,0.28,80115.706031,10.30830565,10.31637128,15.20053261,80.10692447,278.76236851,24.47871997,1.08992338,0.0,9.32106997,0.0,0.0,9.28586707,0.00156424,-0.01925566,75.88095197,1.49668571
0,71,0.284,80173.189326,10.31097699,10.32277315,15.22285068,80.10692447,278.76236851,24.46588922,1.08992329,0.0,9.32708183,0.0,0.0,9.2917682,0.00158223,-0.01923333,75.93577999,1.50296546
0,72,0.288,80230.914526,10.31814778,10.32920154,15.24426475,80.10692447,278.76236851,24.45301806,1.08992319,0.0,9.3331186,0.0,0.0,9.29769188,0.00160022,-0.01921101,75.9908383,1.50919165
0,73,0.292,80288.879602,10.32422334,10.33565622,15.26476878,80.10692447,278.76236851,24.4401071,1.0899231,0.0,9.33918005,0.0,0.0,9.30363843,0.00161821,-0.01918869,76.04612495,1.51536369
0,74,0.296,80347.082505,10.33335411,10.34213695,15.28435698,80.10692447,278.76236851,24.42715694,1.089923,0.0,9.34526597,0.0,0.0,9.30960812,0.00163619,-0.01916638,76.10163801,1.52148096
0,75,0.3,80405.521159,10.33918534,10.34864351,15.30302377,80.10692447,278.76236851,24.41416818,1.08992291,0.0,9.35137615,0.0,0.0,9.31560115,0.00165417,-0.01914408,76.15737547,1.52754289
0,76,0.304,80464.193467,10.34375681,10.35517565,15.32076379,80.10692447,278.76236851,24.40114145,1.08992281,0.0,9.35751034,0.0,0.0,9.32161764,0.00167215,-0.01912179,76.21333535,1.5335489
0,77,0.308,80523.097311,10.34635851,10.36173313,15.33757191,80.10692447,278.76236851,24.38807734,1.08992271,0.0,9.36366834,0.0,0.0,9.32765767,0.00169013,-0.01909951,76.26951563,1.53949839
0,78,0.312,80582.230548,10.3585823,10.3683157,15.35344325,80.10692447,278.76236851,24.37497649,1.08992262,0.0,9.3698499,0.0,0.0,9.3337213,0.0017081,-0.01907724,76.32591424,1.54539081
0,79,0.316,80641.591014,10.36352128,10.37492314,15.36837314,80.10692447,278.76236851,24.36183951,1.08992252,0.0,9.3760548,0.0,0.0,9.33980851,0.00172607,-0.01905497,76.38252914,1.55122557
0,80,0.32,80701.176524,10.37259011,10.38155517,15.38235713,80.10692447,278.76236851,24.34866701,1.08992242,0.0,9.38228281,0.0,0.0,9.34591926,0.00174403,-0.01903272,76.43935824,1.55700213
0,81,0.324,80760.984868,10.3753758,10.38821157,15.39539104,80.10692447,278.76236851,24.33545964,1.08992233,0.0,9.38853369,0.0,0.0,9.35205351,0.001762,-0.01901047,76.49639942,1.56271993
0,82,0.328,80821.013819,10.38790604,10.39489206,15.4074709,80.10692447,278.76236851,24.32221802,1.08992223,0.0,9.3948072,0.0,0.0,9.35821115,0.00177995,-0.01898824,76.55365057,1.5683784
0,83,0.332,80881.261125,10.3875762,10.4015964,15.41859296,80.10692447,278.76236851,24.30894277,1.08992213,0.0,9.40110311,0.0,0.0,9.36439208,0.00179791,-0.01896601,76.61110953,1.57397702
0,84,0.336,80941.724514,10.40006284,10.40832433,15.42875375,80.10692447,278.76236851,24.29563454,1.08992203,0.0,9.40742117,0.0,0.0,9.37059617,0.00181586,-0.01894379,76.66877413,1.57951525
0,85,0.34,81002.401694,10.40228442,10.4150756,15.43794999,80.10692447,278.76236851,24.28229395,1.08992193,0.0,9.41376114,0.0,0.0,9.37682327,0.00183381,-0.01892159,76.72664219,1.58499255
0,86,0.344,81063.290351,10.40707006,10.42184993,15.44617867,80.10692447,278.76236851,24.26892166,1.08992183,0.0,9.42012278,0.0,0.0,9.38307322,0.00185176,-0.01889939,76.7847115,1.59040839
0,87,0.348,81124.388152,10.41193755,10.42864706,15.453437,80.10692447,278.76236851,24.25551829,1.08992173,0.0,9.42650582,0.0,0.0,9.38934584,0.0018697,-0.0188772,76.84297984,1.59576226
0,88,0.352,81185.692742,10.42159784,10.43546674,15.45972244,80.10692447,278.76236851,24.2420845,1.08992163,0.0,9.43291004,0.0,0.0,9.39564096,0.00188764,-0.01885502,76.90144496,1.60105365
0,89,0.356,81247.201748,10.43307275,10.44230868,15.46503269,80.10692447,278.76236851,24.22862093,1.08992153,0.0,9.43933517,0.0,0.0,9.40195837,0.00190557,-0.01883285,76.96010458,1.60628204
1,0,0.0,13381.468145,0.78449199,3.94485214,25.61782149,1917.08307509,749.98003827,85.82495829,0.18069687,0.0,2.99253043,0.0,0.0,0.32861285,0.01132741,0.01123687,11.95559287,748.13260633
1,1,0.004,13332.530587,1.12605134,3.93118252,25.77789225,1917.08307509,749.98003827,85.92064033,0.18069687,0.0,2.98103138,0.0,0.0,0.61955331,0.0113447,0.01125415,11.9105213,-2.87476104
1,2,0.008,13283.870485,1.43841585,3.91758174,25.93771201,1917.08307509,749.98003827,86.01590873,0.18069688,0.0,2.96959026,0.0,0.0,0.87704041,0.01136197,0.0112714,11.86574437,-2.86028104
1,3,0.012,13235.487718,1.70653118,3.90404997,26.09721757,1917.08307509,749.98003827,86.1107605,0.18069689,0.0,2.95820718,0.0,0.0,1.10481697,0.01137924,0.01128862,11.82126188,-2.84577013
1,4,0.016,13187.382099,1.95276235,3.89058733,26.25634578,1917.08307509,749.98003827,86.20519276,0.18069689,0.0,2.94688225,0.0,0.0,1.30620384,0.0113965,0.0113058,11.77707355,-2.831232
1,5,0.02,13139.553383,2.15827722,3.87719393,26.41503359,1917.08307509,749.98003827,86.29920279,0.1806969,0.0,2.93561557,0.0,0.0,1.48414795,0.01141375,0.01132295,11.73317904,-2.81667035
1,6,0.024,13092.001261,2.34829584,3.86386986,26.57321806,1917.08307509,749.98003827,86.39278804,0.1806969,0.0,2.92440721,0.0,0.0,1.6412648,0.01143099,0.01134007,11.68957795,-2.80208893
1,7,0.028,13044.725365,2.50505443,3.85061521,26.7308364,1917.08307509,749.98003827,86.48594606,0.18069691,0.0,2.91325725,0.0,0.0,1.77987607,0.01144823,0.01135716,11.6462698,-2.78749147
1,8,0.032,12997.725263,2.6538149,3.83743002,26.88782599,1917.08307509,749.98003827,86.5786746,0.18069691,0.0,2.90216572,0.0,0.0,1.90204298,0.01146545,0.01137421,11.60325405,-2.77288172
1,9,0.036,12951.000463,2.7829952,3.82431435,27.04412442,1917.08307509,749.98003827,86.67097153,0.18069692,0.0,2.89113266,0.0,0.0,2.00959575,0.01148267,0.01139122,11.56053012,-2.75826346
1,10,0.04,12904.550412,2.89966687,3.81126821,27.19966947,1917.08307509,749.98003827,86.76283488,0.18069693,0.0,2.8801581,0.0,0.0,2.10415972,0.01149988,0.01140821,11.51809734,-2.74364046
1,11,0.044,12858.374496,2.98806657,3.79829161,27.3543992,1917.08307509,749.98003827,86.85426283,0.18069693,0.0,2.86924204,0.0,0.0,2.18717855,0.01151708,0.01142516,11.47595499,-2.72901653
1,12,0.048,12812.47204,3.08256094,3.78538453,27.50825191,1917.08307509,749.98003827,86.94525373,0.18069694,0.0,2.85838446,0.0,0.0,2.25993466,0.01153427,0.01144207,11.43410228,-2.71439545
1,13,0.052,12766.842308,3.15699753,3.77254694,27.66116622,1917.08307509,749.98003827,87.03580606,0.18069694,0.0,2.84758533,0.0,0.0,2.32356743,0.01155145,0.01145895,11.39253837,-2.69978103
1,14,0.056,12721.484504,3.22581665,3.75977879,27.81308103,1917.08307509,749.98003827,87.12591847,0.18069695,0.0,2.83684462,0.0,0.0,2.37908931,0.01156863,0.0114758,11.35126234,-2.68517711
1,15,0.06,12676.39777,3.28077349,3.74708002,27.96393564,1917.08307509,749.98003827,87.21558976,0.18069695,0.0,2.82616227,0.0,0.0,2.42740007,0.0115858,0.01149261,11.31027324,-2.67058748
1,16,0.064,12631.581189,3.32859136,3.73445054,28.11366966,1917.08307509,749.98003827,87.30481888,0.18069696,0.0,2.81553821,0.0,0.0,2.46929946,0.01160295,0.01150939,11.26957002,-2.65601599
1,17,0.068,12587.033785,3.36989266,3.72189024,28.26222314,1917.08307509,749.98003827,87.39360496,0.18069696,0.0,2.80497234,0.0,0.0,2.50549842,0.0116201,0.01152614,11.22915159,-2.64146645
1,18,0.072,12542.75452,3.40471058,3.70939901,28.40953652,1917.08307509,749.98003827,87.48194725,0.18069697,0.0,2.79446457,0.0,0.0,2.53662907,0.01163724,0.01154285,11.18901682,-2.6269427
1,19,0.076,12498.742299,3.44068211,3.69697669,28.55555068,1917.08307509,749.98003827,87.56984518,0.18069697,0.0,2.78401478,0.0,0.0,2.56325345,0.01165437,0.01155952,11.14916448,-2.61244857
1,20,0.08,12454.995964,3.46639892,3.68462313,28.70020697,1917.08307509,749.98003827,87.65729834,0.18069698,0.0,2.77362283,0.0,0.0,2.58587144,0.0116715,0.01157616,11.10959332,-2.5979879
1,21,0.084,12411.514302,3.49567893,3.67233816,28.84344724,1917.08307509,749.98003827,87.74430646,0.18069698,0.0,2.76328857,0.0,0.0,2.60492764,0.01168861,0.01159277,11.07030199,-2.58356449
1,22,0.088,12368.296039,3.50666528,3.66012158,28.98521382,1917.08307509,749.98003827,87.83086945,0.18069699,0.0,2.75301184,0.0,0.0,2.62081753,0.01170572,0.01160934,11.03128913,-2.5691822
1,23,0.092,12325.339843,3.52499416,3.64797317,29.1254496,1917.08307509,749.98003827,87.91698734,0.18069699,0.0,2.74279246,0.0,0.0,2.633893,0.01172281,0.01162588,10.9925533,-2.55484482
1,24,0.096,12282.644323,3.53188719,3.6358927,29.26409803,1917.08307509,749.98003827,88.00266036,0.180697,0.0,2.73263024,0.0,0.0,2.64446714,0.0117399,0.01164238,10.95409299,-2.54055617
1,25,0.1,12240.208031,3.54532681,3.62387993,29.40110311,1917.08307509,749.98003827,88.08788887,0.180697,0.0,2.72252496,0.0,0.0,2.65281855,0.01175698,0.01165885,10.91590665,-2.52632007
1,26,0.104,12198.029461,3.55486822,3.61193458,29.53640947,1917.08307509,749.98003827,88.1726734,0.18069701,0.0,2.71247639,0.0,0.0,2.6591952,0.01177405,0.01167528,10.87799269,-2.51214031
1,27,0.108,12156.10705,3.56204319,3.60005638,29.66996235,1917.08307509,749.98003827,88.25701461,0.18069701,0.0,2.70248431,0.0,0.0,2.66381783,0.01179111,0.01169167,10.84034943,-2.49802067
1,28,0.112,12114.439179,3.56755068,3.58824501,29.80170764,1917.08307509,749.98003827,88.34091335,0.18069702,0.0,2.69254845,0.0,0.0,2.66688292,0.01180816,0.01170804,10.80297517,-2.48396493
1,29,0.116,12073.02417,3.56506549,3.57650015,29.9315919,1917.08307509,749.98003827,88.4243706,0.18069702,0.0,2.68266854,0.0,0.0,2.6685654,0.0118252,0.01172436,10.76586813,-2.46997686
1,30,0.12,12031.86029,3.5623794,3.56482147,30.05956237,1917.08307509,749.98003827,88.5073875,0.18069702,0.0,2.6728443,0.0,0.0,2.66902103,0.01184223,0.01174065,10.7290265,-2.45606019
1,31,0.124,11990.945752,3.56634443,3.5532086,30.18556703,1917.08307509,749.98003827,88.58996536,0.18069703,0.0,2.66307543,0.0,0.0,2.66838851,0.01185925,0.01175691,10.69244841,-2.44221868
1,32,0.128,11950.278712,3.56461494,3.54166118,30.30955455,1917.08307509,749.98003827,88.67210563,0.18069703,0.0,2.6533616,0.0,0.0,2.66679138,0.01187627,0.01177312,10.65613193,-2.42845603
1,33,0.132,11909.85727,3.56161622,3.5301788,30.43147438,1917.08307509,749.98003827,88.7538099,0.18069704,0.0,2.6437025,0.0,0.0,2.66433963,0.01189327,0.01178931,10.62007509,-2.41477594
1,34,0.136,11869.679472,3.55421827,3.51876107,30.55127674,1917.08307509,749.98003827,88.83507993,0.18069704,0.0,2.63409777,0.0,0.0,2.66113127,0.01191027,0.01180546,10.58427588,-2.4011821
1,35,0.14,11829.743313,3.55510159,3.50740754,30.66891263,1917.08307509,749.98003827,88.91591764,0.18069705,0.0,2.62454706,0.0,0.0,2.65725357,0.01192725,0.01182157,10.54873222,-2.38767815
1,36,0.144,11790.04673,3.54664425,3.49611779,30.78433387,1917.08307509,749.98003827,88.99632506,0.18069705,0.0,2.61504999,0.0,0.0,2.6527843,0.01194423,0.01183764,10.513442,-2.37426774
1,37,0.148,11750.587608,3.54253833,3.48489134,30.89749312,1917.08307509,749.98003827,89.07630441,0.18069706,0.0,2.60560617,0.0,0.0,2.64779272,0.0119612,0.01185368,10.47840305,-2.36095449
1,38,0.152,11711.363781,3.53777191,3.47372771,31.00834388,1917.08307509,749.98003827,89.15585804,0.18069706,0.0,2.5962152,0.0,0.0,2.64234054,0.01197815,0.01186969,10.44361316,-2.34774197
